0,97.000 €,Piso,PisoSalut - Lloreda
1,90.000 €,Piso,,PisoCarrer de Ricard Strauss,, Salut - Lloreda,
2,75.000 €,Piso,,PisoCarretera de Santa Coloma,, Artigues - Llefià,
3,77.250 €,Piso,,PisoSanta Joana de L´estonnac,, Artigues - Llefià,
4,78.000 €,Piso,PisoArtigues - Llefià
5,100.000 €,Piso,,PisoEmporda,, Montigalà - Sant Crist,
6,75.000 €,Piso,,PisoCalderon de la Barca,, Salut - Lloreda,
7,70.000 €,Piso,,PisoAngel Guimera,, Montigalà - Sant Crist,
8,95.000 €,Piso,,PisoCarrer de Marià Benlliure,, Salut - Lloreda,
9,75.000 €,Piso,,PisoCarrer de L'estadi,, Salut - Lloreda,
10,80.000 €,Piso,,PisoCarrer de Pau Piferrer,, 12,, Salut - Lloreda,
11,98.500 €,Piso,PisoMontigalà - Sant Crist
12,99.500 €,Piso,,PisoCarrer Pau Piferrer,, Salut - Lloreda,
13,97.000 €,Piso,,PisoCarrer Napols,, Salut - Lloreda,
14,88.000 €,Piso,,PisoRicard Strauss,, Artigues - Llefià,
15,89.000 €,Planta baja,,Planta bajaGenova,, Montigalà - Sant Crist,
16,97.200 €,Piso,PisoArtigues - Llefià
17,69.500 €,Piso,PisoSalut - Lloreda
18,85.000 €,Piso,,PisoCarrer de Sant Antoni Abat,, Artigues - Llefià,
19,75.000 €,Piso,,PisoCarrer de Madrid,, 10,, Artigues - Llefià,
20,83.000 €,Piso,PisoSalut - Lloreda
21,89.900 €,Piso,PisoSalut - Lloreda
22,90.700 €,Piso,PisoArtigues - Llefià
23,80.700 €,Piso,PisoCentre Badalona
24,79.000 €,Piso,,PisoCarrer Antoni Botey,, 36,, Montigalà - Sant Crist,
25,71.000 €,Ático,ÁticoArtigues - Llefià
26,80.000 €,Piso,,PisoCalderon de la Barca,, 34,, Salut - Lloreda,
27,70.000 €,Piso,PisoSalut - Lloreda
28,74.500 €,Piso,PisoArtigues - Llefià
29,82.000 €,Piso,PisoArtigues - Llefià
30,91.000 €,Piso,PisoSalut - Lloreda
31,94.500 €,Piso,PisoSalut - Lloreda
